strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/USA/OR-OSPHL01920/2021	betacoronavirus	EPI_ISL_3637512	?	7/29/21	North America	USA	Oregon	Marion County	North America	USA	Oregon	genome	29792	Human	49	Female	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01919/2021	betacoronavirus	EPI_ISL_3637513	?	8/1/21	North America	USA	Oregon	Marion County	North America	USA	Oregon	genome	29787	Human	55	Male	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01928/2021	betacoronavirus	EPI_ISL_3637514	?	8/2/21	North America	USA	Oregon	Marion County	North America	USA	Oregon	genome	29787	Human	42	Male	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01936/2021	betacoronavirus	EPI_ISL_3637515	?	8/2/21	North America	USA	Oregon	Marion County	North America	USA	Oregon	genome	29787	Human	59	Male	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01944/2021	betacoronavirus	EPI_ISL_3637516	?	8/2/21	North America	USA	Oregon	Union County	North America	USA	Oregon	genome	29717	Human	19	Male	?	AY.3	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01940/2021	betacoronavirus	EPI_ISL_3637517	?	8/3/21	North America	USA	Oregon	Umatilla County	North America	USA	Oregon	genome	29787	Human	29	Male	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01907/2021	betacoronavirus	EPI_ISL_3637518	?	8/4/21	North America	USA	Oregon	Jackson County	North America	USA	Oregon	genome	29787	Human	55	Female	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01908/2021	betacoronavirus	EPI_ISL_3637519	?	8/4/21	North America	USA	Oregon	Jackson County	North America	USA	Oregon	genome	29787	Human	79	Female	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01921/2021	betacoronavirus	EPI_ISL_3637520	?	8/4/21	North America	USA	Oregon	Marion County	North America	USA	Oregon	genome	29787	Human	28	Female	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
hCoV-19/USA/OR-OSPHL01927/2021	betacoronavirus	EPI_ISL_3637521	?	8/5/21	North America	USA	Oregon	Marion County	North America	USA	Oregon	genome	29787	Human	54	Female	?	B.1.617.2	GK	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Rafia Razzaque, Eugene Yeboah, Vanda Makris, Laura Tsaknaridis, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	8/24/21	?
