strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/USA/OR-OSPHL04715/2022	betacoronavirus	EPI_ISL_9487523	?	1/26/22	North America	USA	Oregon	Linn County	North America	USA	Oregon	genome	29746	Human	35	Female	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04723/2022	betacoronavirus	EPI_ISL_9487524	?	1/26/22	North America	USA	Oregon	Marion County	North America	USA	Oregon	genome	29746	Human	50	Female	?	BA.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04731/2022	betacoronavirus	EPI_ISL_9487525	?	1/26/22	North America	USA	Oregon	Linn County	North America	USA	Oregon	genome	29746	Human	18	Male	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04739/2022	betacoronavirus	EPI_ISL_9487526	?	1/20/22	North America	USA	Oregon		North America	USA	Oregon	genome	29746	Human	21	Female	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04741/2022	betacoronavirus	EPI_ISL_9487527	?	1/20/22	North America	USA	Oregon		North America	USA	Oregon	genome	29746	Human	34	Male	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04742/2022	betacoronavirus	EPI_ISL_9487528	?	1/20/22	North America	USA	Oregon		North America	USA	Oregon	genome	29746	Human	11 months	unknown	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04743/2022	betacoronavirus	EPI_ISL_9487529	?	1/20/22	North America	USA	Oregon		North America	USA	Oregon	genome	29746	Human	71	Female	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04744/2022	betacoronavirus	EPI_ISL_9487530	?	1/20/22	North America	USA	Oregon		North America	USA	Oregon	genome	29746	Human	39	Female	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04745/2022	betacoronavirus	EPI_ISL_9487531	?	1/20/22	North America	USA	Oregon		North America	USA	Oregon	genome	29746	Human	52	Male	?	BA.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04746/2022	betacoronavirus	EPI_ISL_9487532	?	1/20/22	North America	USA	Oregon		North America	USA	Oregon	genome	29746	Human	30	unknown	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04747/2022	betacoronavirus	EPI_ISL_9487533	?	1/25/22	North America	USA	Oregon	Douglas County	North America	USA	Oregon	genome	29746	Human	44	Female	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
hCoV-19/USA/OR-OSPHL04748/2022	betacoronavirus	EPI_ISL_9487534	?	1/25/22	North America	USA	Oregon	Douglas County	North America	USA	Oregon	genome	29746	Human	24	Female	?	BA.1.1	GRA	Oregon State Public Health Laboratory	Oregon State Public Health Laboratory	"Laura Tsaknaridis, Vanda Makris, Macey Henning, Rafia Razzaque, Eugene Yeboah, John Fontana and Shane Sevey"	https://www.gisaid.org/	?	?	2/4/22	?
